date,facility_id,facility_name,country,region,storage_site_type,co2_emitted_tonnes,co2_captured_tonnes,co2_stored_tonnes,capture_efficiency_percent,storage_integrity_percent,anomaly_flag,notes
2021-08-01,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12027.99,10612.56,10551.56,88.23,99.425,False,
2021-08-02,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11855.76,10323.52,10326.33,87.08,100.027,False,
2021-08-03,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11338.62,9581.16,9607.74,84.5,100.277,False,
2021-08-04,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11855.8,10578.14,10557.79,89.22,99.808,False,
2021-08-05,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10902.57,9951.47,9901.01,91.28,99.493,False,
2021-08-06,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10293.8,9911.25,9908.4,96.28,99.971,False,
2021-08-07,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11246.75,10437.54,10400.23,92.8,99.643,False,
2021-08-08,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12818.73,11390.39,11366.32,88.86,99.789,False,
2021-08-09,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10292.97,9567.13,9519.62,92.95,99.503,False,
2021-08-10,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11716.45,10275.79,10279.86,87.7,100.04,False,
2021-08-11,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11183.82,10583.75,10550.09,94.63,99.682,False,
2021-08-12,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11707.12,10540.69,10489.56,90.04,99.515,False,
2021-08-13,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12911.91,11871.68,11861.1,91.94,99.911,False,
2021-08-14,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11226.23,9828.72,9824.67,87.55,99.959,False,
2021-08-15,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10996.45,10468.07,10476.45,95.2,100.08,False,
2021-08-16,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11653.16,11420.87,11378.7,98.01,99.631,False,
2021-08-17,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10738.35,10300.37,10250.95,95.92,99.52,False,
2021-08-18,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11701.91,10350.84,10267.98,88.45,99.199,False,
2021-08-19,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11853.76,11619.25,11652.94,98.02,100.29,False,
2021-08-20,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10387.96,10259.37,10277.44,98.76,100.176,False,
2021-08-21,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10318.39,9882.47,9853.1,95.78,99.703,False,
2021-08-22,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10584.92,9360.04,9311.49,88.43,99.481,False,
2021-08-23,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11807.6,10111.01,10079.43,85.63,99.688,False,
2021-08-24,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10715.48,10247.25,10248.53,95.63,100.012,False,
2021-08-25,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10727.18,9536.44,9577.31,88.9,100.429,False,
2021-08-26,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10963.76,10075.34,10097.27,91.9,100.218,False,
2021-08-27,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10424.35,8879.72,8839.39,85.18,99.546,False,
2021-08-28,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11748.83,11467.23,11399.61,97.6,99.41,False,
2021-08-29,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10460.04,9279.63,9259.72,88.72,99.785,False,
2021-08-30,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10074.77,8607.84,8617.35,85.44,100.11,False,
2021-08-31,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10708.44,8952.75,8931.1,83.6,99.758,False,
2021-09-01,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11006.93,9850.41,9743.89,89.49,98.919,False,
2021-09-02,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11543.87,10030.12,10001.73,86.89,99.717,False,
2021-09-03,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10034.71,9847.59,9854.99,98.14,100.075,False,
2021-09-04,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10695.5,9901.25,9852.85,92.57,99.511,False,
2021-09-05,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10811.12,9258.44,9227.45,85.64,99.665,False,
2021-09-06,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11073.47,9918.29,9921.42,89.57,100.031,False,
2021-09-07,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10769.05,10758.28,10744.91,99.9,99.876,False,
2021-09-08,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11860.36,11645.92,11681.49,98.19,100.305,False,
2021-09-09,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9706.18,9457.24,9420.3,97.44,99.609,False,
2021-09-10,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10350.03,9627.67,9645.32,93.02,100.183,False,
2021-09-11,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9086.63,8094.49,8085.67,89.08,99.891,False,
2021-09-12,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11822.36,11230.35,11283.66,94.99,100.475,False,
2021-09-13,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9867.23,9085.0,9067.37,92.07,99.806,False,
2021-09-14,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9266.98,8504.04,8427.62,91.77,99.101,False,
2021-09-15,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11019.27,10637.52,10603.73,96.54,99.682,False,
2021-09-16,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9777.17,8971.97,8977.46,91.76,100.061,False,
2021-09-17,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9576.54,9072.03,9043.09,94.73,99.681,False,
2021-09-18,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9563.74,8792.64,8778.59,91.94,99.84,False,
2021-09-19,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10245.37,9167.3,9142.85,89.48,99.733,False,
2021-09-20,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9048.23,8994.2,8938.51,99.4,99.381,False,
2021-09-21,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10300.27,8868.68,8847.24,86.1,99.758,False,
2021-09-22,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10396.49,9185.06,9152.92,88.35,99.65,False,
2021-09-23,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9276.68,8989.35,8951.11,96.9,99.575,False,
2021-09-24,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9750.26,9537.98,9466.84,97.82,99.254,False,
2021-09-25,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9655.06,9294.8,9310.72,96.27,100.171,False,
2021-09-26,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10860.21,9617.42,9562.86,88.56,99.433,False,
2021-09-27,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11674.71,10486.54,10518.59,89.82,100.306,False,
2021-09-28,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9665.89,8974.58,8930.35,92.85,99.507,False,
2021-09-29,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11240.16,9797.42,9793.53,87.16,99.96,False,
2021-09-30,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10013.31,8615.3,8626.52,86.04,100.13,False,
2021-10-01,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9738.14,8301.53,8284.09,85.25,99.79,False,
2021-10-02,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10518.67,10119.51,10085.23,96.21,99.661,False,
2021-10-03,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12075.55,10931.22,10845.52,90.52,99.216,False,
2021-10-04,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9744.69,9072.07,9080.89,93.1,100.097,False,
2021-10-05,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10849.02,9545.54,9535.23,87.99,99.892,False,
2021-10-06,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11233.31,11126.95,11122.52,99.05,99.96,False,
2021-10-07,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9171.02,9121.87,9082.28,99.46,99.566,False,
2021-10-08,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12256.26,10624.42,10619.98,86.69,99.958,False,
2021-10-09,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10641.65,10138.17,10144.96,95.27,100.067,False,
2021-10-10,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,8827.37,8056.23,7988.02,91.26,99.153,False,
2021-10-11,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9415.86,9282.38,9263.86,98.58,99.8,False,
2021-10-12,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10427.02,9428.13,9393.19,90.42,99.629,False,
2021-10-13,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10863.31,9232.23,9223.54,84.99,99.906,False,
2021-10-14,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10396.96,9802.77,9789.79,94.28,99.868,False,
2021-10-15,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10545.8,10535.25,10523.67,99.9,99.89,False,
2021-10-16,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10399.06,9303.92,9295.68,89.47,99.912,False,
2021-10-17,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9574.25,8222.56,8204.78,85.88,99.784,False,
2021-10-18,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10463.53,9354.13,9327.47,89.4,99.715,False,
2021-10-19,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9759.14,9077.71,9048.2,93.02,99.675,False,
2021-10-20,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10253.56,8954.85,8952.09,87.33,99.969,False,
2021-10-21,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10100.2,9059.87,9058.82,89.7,99.988,False,
2021-10-22,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10590.29,10252.0,10278.68,96.81,100.26,False,
2021-10-23,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11233.22,10289.42,10275.29,91.6,99.863,False,
2021-10-24,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9336.4,8412.82,8365.51,90.11,99.438,False,
2021-10-25,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10231.03,9834.58,9820.05,96.13,99.852,False,
2021-10-26,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10052.42,9364.21,9373.41,93.15,100.098,False,
2021-10-27,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10501.16,9492.56,9474.72,90.4,99.812,False,
2021-10-28,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10397.35,9582.42,9588.4,92.16,100.062,False,
2021-10-29,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,8636.77,8557.1,8568.76,99.08,100.136,False,
2021-10-30,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11150.61,9485.75,9469.29,85.07,99.827,False,
2021-10-31,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11375.63,10788.32,10740.87,94.84,99.56,False,
2021-11-01,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10640.18,9195.67,9174.84,86.42,99.773,False,
2021-11-02,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12096.62,10383.88,10377.28,85.84,99.936,False,
2021-11-03,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9503.38,8467.42,8433.21,89.1,99.596,False,
2021-11-04,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11659.64,10238.0,10239.26,87.81,100.012,False,
2021-11-05,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11543.67,10770.34,10789.27,93.3,100.176,False,
2021-11-06,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10282.12,9722.71,9667.54,94.56,99.433,False,
2021-11-07,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10181.67,10171.49,10106.73,99.9,99.363,False,
2021-11-08,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12304.66,11802.25,11765.93,95.92,99.692,False,
2021-11-09,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9878.0,8831.43,8798.41,89.41,99.626,False,
2021-11-10,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10929.69,9505.8,9491.48,86.97,99.849,False,
2021-11-11,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11570.87,11212.96,11162.36,96.91,99.549,False,
2021-11-12,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10143.52,9950.55,9908.73,98.1,99.58,False,
2021-11-13,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11031.81,10809.07,10790.51,97.98,99.828,False,
2021-11-14,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10824.5,10487.68,10513.65,96.89,100.248,False,
2021-11-15,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11194.85,10664.47,10703.9,95.26,100.37,False,
2021-11-16,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11019.64,10503.65,10454.27,95.32,99.53,False,
2021-11-17,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10855.8,9109.21,9068.35,83.91,99.551,False,
2021-11-18,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10188.47,8937.94,8931.41,87.73,99.927,False,
2021-11-19,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12505.39,11795.89,11790.51,94.33,99.954,False,
2021-11-20,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10077.15,9229.3,9241.48,91.59,100.132,False,
2021-11-21,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11728.39,11619.79,11625.04,99.07,100.045,False,
2021-11-22,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9253.96,8897.77,8841.08,96.15,99.363,False,
2021-11-23,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9784.98,9567.6,9543.27,97.78,99.746,False,
2021-11-24,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10427.57,9847.82,9848.44,94.44,100.006,False,
2021-11-25,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,13052.4,12532.55,12530.97,96.02,99.987,False,
2021-11-26,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11978.81,11181.09,11180.51,93.34,99.995,False,
2021-11-27,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11345.01,10535.02,10527.6,92.86,99.93,False,
2021-11-28,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10495.56,9106.45,9125.54,86.76,100.21,False,
2021-11-29,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10399.45,9991.65,9982.15,96.08,99.905,False,
2021-11-30,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11597.0,11408.64,11452.13,98.38,100.381,False,
2021-12-01,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10945.71,9712.22,9708.17,88.73,99.958,False,
2021-12-02,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12128.51,10959.86,10944.35,90.36,99.858,False,
2021-12-03,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11926.84,10866.66,10881.16,91.11,100.133,False,
2021-12-04,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11441.6,10604.51,10588.42,92.68,99.848,False,
2021-12-05,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,10967.18,10343.92,10310.97,94.32,99.681,False,
2021-12-06,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11025.69,10793.55,10800.86,97.89,100.068,False,
2021-12-07,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11379.62,10163.21,10152.15,89.31,99.891,False,
2021-12-08,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,13081.84,11174.74,11152.86,85.42,99.804,False,
2021-12-09,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,9397.05,8543.85,8520.43,90.92,99.726,False,
2021-12-10,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11774.26,11594.63,11592.45,98.47,99.981,False,
2021-12-11,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12472.55,10803.49,10825.09,86.62,100.2,False,
2021-12-12,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,14034.71,13054.42,13040.66,93.02,99.895,False,
2021-12-13,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11104.35,10718.32,10664.17,96.52,99.495,False,
2021-12-14,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,14354.22,13948.93,13914.66,97.18,99.754,False,
2021-12-15,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11082.98,10166.58,10184.87,91.73,100.18,False,
2021-12-16,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11849.39,11479.25,11387.07,96.88,99.197,False,
2021-12-17,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12532.08,11023.27,10955.02,87.96,99.381,False,
2021-12-18,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12031.44,10241.75,10202.75,85.12,99.619,False,
2021-12-19,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11549.2,10974.0,10999.66,95.02,100.234,False,
2021-12-20,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12141.19,11824.73,11782.93,97.39,99.647,False,
2021-12-21,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12940.1,11999.79,12010.83,92.73,100.092,False,
2021-12-22,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12117.72,11903.23,11899.71,98.23,99.97,False,
2021-12-23,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12269.98,10763.87,10730.63,87.73,99.691,False,
2021-12-24,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,13531.95,13171.35,13152.58,97.34,99.858,False,
2021-12-25,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12708.16,12156.11,12101.39,95.66,99.55,False,
2021-12-26,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11850.94,10484.37,10479.62,88.47,99.955,False,
2021-12-27,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11367.57,10436.37,10438.54,91.81,100.021,False,
2021-12-28,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12546.4,12191.78,12167.19,97.17,99.798,False,
2021-12-29,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,11330.11,11128.01,11145.45,98.22,100.157,False,
2021-12-30,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12166.21,11546.87,11516.02,94.91,99.733,False,
2021-12-31,F-A01,Alpha CCS Plant,USA,Texas,Saline Aquifer,12650.86,11052.34,11021.25,87.36,99.719,False,
2022-01-01,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16925.01,15514.57,15422.75,91.67,99.408,False,
2022-01-02,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18265.85,16409.61,16349.92,89.84,99.636,False,
2022-01-03,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15460.94,13280.01,13269.81,85.89,99.923,False,
2022-01-04,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18745.69,17643.31,17688.4,94.12,100.256,False,
2022-01-05,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18280.66,16794.73,16754.31,91.87,99.759,False,
2022-01-06,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15081.31,14499.08,14487.58,96.14,99.921,False,
2022-01-07,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17377.19,15713.39,15634.23,90.43,99.496,False,
2022-01-08,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15366.68,13031.48,12965.2,84.8,99.491,False,
2022-01-09,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,14966.79,14720.74,14661.82,98.36,99.6,False,
2022-01-10,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17303.89,16349.47,16364.17,94.48,100.09,False,
2022-01-11,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16981.63,15591.86,15509.19,91.82,99.47,False,
2022-01-12,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16085.79,15384.14,15363.61,95.64,99.867,False,
2022-01-13,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17398.63,15560.15,15514.23,89.43,99.705,False,
2022-01-14,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15594.67,15300.28,15239.41,98.11,99.602,False,
2022-01-15,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16359.31,15425.64,15390.54,94.29,99.772,False,
2022-01-16,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16880.03,15034.22,15076.61,89.07,100.282,False,
2022-01-17,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17986.69,17304.03,17222.74,96.2,99.53,False,
2022-01-18,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16814.35,16201.05,16164.61,96.35,99.775,False,
2022-01-19,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16346.17,15802.47,15769.15,96.67,99.789,False,
2022-01-20,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15743.67,13633.9,13595.79,86.6,99.72,False,
2022-01-21,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17904.21,17617.47,17440.19,98.4,98.994,False,
2022-01-22,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16161.55,15254.98,15183.94,94.39,99.534,False,
2022-01-23,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17392.25,16526.92,16407.12,95.02,99.275,False,
2022-01-24,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17205.14,14608.76,14590.79,84.91,99.877,False,
2022-01-25,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,13833.79,13819.95,13766.98,99.9,99.617,False,
2022-01-26,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16295.03,14483.56,14473.69,88.88,99.932,False,
2022-01-27,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,14139.63,12274.63,12326.23,86.81,100.42,False,
2022-01-28,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15125.87,13425.94,13407.34,88.76,99.861,False,
2022-01-29,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17228.33,15378.18,15374.07,89.26,99.973,False,
2022-01-30,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,14655.18,14453.74,14458.61,98.63,100.034,False,
2022-01-31,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16995.85,14744.61,14810.77,86.75,100.449,False,
2022-02-01,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,19915.83,19783.42,19767.54,99.34,99.92,False,
2022-02-02,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16404.68,15083.76,15061.8,91.95,99.854,False,
2022-02-03,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15138.41,14811.42,14775.36,97.84,99.757,False,
2022-02-04,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16498.9,14160.64,14226.17,85.83,100.463,False,
2022-02-05,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17080.29,16210.03,16152.72,94.9,99.646,False,
2022-02-06,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17160.69,16477.16,16529.92,96.02,100.32,False,
2022-02-07,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18402.54,17319.65,17265.19,94.12,99.686,False,
2022-02-08,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18324.46,17984.34,17988.56,98.14,100.023,False,
2022-02-09,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17410.42,15507.46,15351.85,89.07,98.997,False,
2022-02-10,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16797.91,14248.69,14188.87,84.82,99.58,False,
2022-02-11,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18853.73,17999.34,17863.98,95.47,99.248,False,
2022-02-12,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16471.63,14688.71,14596.16,89.18,99.37,False,
2022-02-13,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17940.49,17680.63,17741.77,98.55,100.346,False,
2022-02-14,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16580.95,15249.11,15182.95,91.97,99.566,False,
2022-02-15,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16039.33,14568.82,14581.83,90.83,100.089,False,
2022-02-16,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16986.01,15788.79,15699.74,92.95,99.436,False,
2022-02-17,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,15237.82,14325.44,14366.79,94.01,100.289,False,
2022-02-18,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,19421.46,19402.04,19390.13,99.9,99.939,False,
2022-02-19,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16975.54,15670.91,15644.37,92.31,99.831,False,
2022-02-20,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18239.65,15385.28,15371.21,84.35,99.909,False,
2022-02-21,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17312.08,15718.11,15691.08,90.79,99.828,False,
2022-02-22,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18018.56,16613.65,16654.5,92.2,100.246,False,
2022-02-23,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,16018.82,14925.01,14824.74,93.17,99.328,False,
2022-02-24,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18081.21,16331.49,16341.62,90.32,100.062,False,
2022-02-25,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,17502.68,15480.51,15446.71,88.45,99.782,False,
2022-02-26,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,18457.91,17211.06,17233.86,93.24,100.132,False,
2022-02-27,F-B02,Beta Capture Hub,Norway,Rogaland,Depleted Oil Field,14173.58,14049.54,14009.14,99.12,99.712,False,
